company_id,log_content,log_date,stage,prev_stage,transition,prev_rank,curr_rank,time_gap_days,transition_type,time_gap_group
0000147392,"【報價說明&問題處理】1.報價說明，Nginx架構說明，EF可不對外，IMG需對外，且IMG底層不是微軟，故Nginx無法裝在一起，需獨立環境且對外。
2.客戶有CRM問題，請內部客服單位協助處理。",2025-01-13 17:06:58.453,B,A,A → B,1,2,,反向降級,
0000147429,"訪廠, 廠端設備改機、採集數劇IT可寫, 確認WFERP資料整接紀錄工時問題",2024-08-20 15:54:04.890,C1,B,B → C1,2,3,,反向降級,
0000147483,目的:智物流商機探詢-慧馨說明，早上有客戶 請我改日再聯繫,2024-12-10 11:58:00.403,D,C1,C1 → D,3,5,,反向降級,
0000147483,"因目前遇到很多需要補基本資料以及排除內部的一些問題，因此有詢問是否用專屬客服即可解決現在的問題，已跟客戶說明，原則上專屬客服一樣是客服，只是是固定一位協助，如果還是有需要顧問協助，他們一樣無法處理，因此還是建議直接啟一個小的顧問輔導專案一次調整改好。
特登及納管補助通知：因董事長之前有詢問過補助案，且勝谷是特登工廠，有同步提供補助案資料給李先生，他會再跟董事長說明，4月可以再約時間過去討論。
之前的總經理鄭慧瑜已經離職了，目前也不管公司的事情了。",2026-03-11 11:41:59.260,C1,A,A → C1,1,3,103.0,反向降級,90-180天
0000147854,15365-因產中工程師明日臨時家裡有狀況，與Eddie經理調整T100技術說明時間，安排10/9進行API開發技術說明，10/14進行財務訪談,2025-09-24 15:06:03.853,E,C1,C1 → E,3,6,77.0,反向降級,30-90天
0000147946,"【系統Demo】至客戶家與王課長&資訊同仁demo碳總管&說明能管方案, 目前客戶碳盤查已和雲科大合作(16+4), 能管的部份已上線一條產線(6顆電錶), 是去年與建大工業申請以大帶小補助案(1帶10), 會後會整理相關事項請我確認, 因課長希望做到範疇三(上下游供應鏈)因此對於進貨運輸&銷貨運輸, 系統可否可以支撐, 以及符合驗廠的稽核。",2024-05-08 19:08:12.357,B,A,A → B,1,2,75.0,反向降級,30-90天
0000147946,"【活動邀約】邀請王課長&副總參加5/17知識俱樂部活動, 因客戶本身已有再因應,也希望可以了解其他客戶做法, 故有答應會參加活動,大家互相交流。",2024-05-08 19:10:00.870,C1,B,B → C1,2,3,0.0,反向降級,
0000147946,"【商機開發】至客戶端拜訪, 與客戶聊到目前公司已做完碳盤查, 但資料整理的部份依然是靠人工EXCEL方式進行, 公司希望可以再更精進,通過ISO14064-1,14067,50001...等認證, 故想了解鼎新這段的相關配套方案,與客戶約下周會議時間, 屆時會準備資訊來做說明。",2024-05-31 20:45:50.747,C1,B,B → C1,2,3,23.0,反向降級,7-30天
0000148006,"Q: 情資,新品牌展店關鍵A: 追蹤現況",2025-12-01 18:05:06.157,D,B,B → D,2,5,,反向降級,
0000148350,寄發12/6會議簡報跟影片給副總。,2024-12-09 17:48:47.297,C1,A,A → C1,1,3,,反向降級,
0000148425,環境評估工程_宗諭聯繫，統揚涂小姐對於系統連線不確定該如何操作，都是透過配合廠商協助，因此要待涂小姐聯繫廠商後 再與宗諭聯繫，才有辦法往下評估推進，原預計11月中報價，可能要延到11月底報價,2024-11-08 10:33:03.793,B,A,A → B,1,2,3.0,反向降級,<7天
0000148536,"23483 林先生來信詢問出貨揀貨作業(條碼機,盤點機) ，已提供智能物流影片與簡報給林先生。",2025-08-28 22:23:44.920,C2,C1,C1 → C2,3,4,,反向降級,
0000148550,Q: 未達標準PASS單A: 已聯繫客戶並提供相關資料參考，待顧問提供可安排拜訪時間,2026-01-12 10:48:27.893,C1,B,B → C1,2,3,,反向降級,
0000148672,15365-提供尾款60%發票電子檔給協理，請協理幫忙跑請款流程，可收票時再通知會再過去取回；同步關心一下IT文中那邊上周提到的防火牆廠商問題解決了沒，看看還有沒有需要幫忙的地方,2025-12-01 14:35:00.953,D,A,A → D,1,5,,反向降級,
0000148672,15365-PLM發票部分已與協理取得金額共識，他回覆後已請秘書協助開立，另外是券商訪談部分，已和協理說明及寄送邀約訪談信，他會再與歐陽經理討論後看誰參加回覆，同步提供訪談問卷參考,2026-03-20 11:55:34.557,B,A,A → B,1,2,15.0,反向降級,7-30天
0000148994,目前與余副理確認，因昨日拜訪中的需求會無法針對成本這塊做計算，請余副理與公司財務確認，是否有需要進行財務結合的規劃。 余副理請我發一封MAIL過去，讓他轉知給財務，後續她會進行公司內部討論 再與我聯繫,2024-09-20 15:44:26.213,C1,B,B → C1,2,3,,反向降級,
0000148994,確認客戶對於標準功能還是要增加客製需求，及需提供資料，目前討論的狀態，今日不在大肚廠 致電台中廠剛好不再位置，晚點聯繫,2024-12-25 11:18:55.193,C1,B,B → C1,2,3,57.0,反向降級,30-90天
0000148994,"目的:模具管理提案、報價後進度追蹤。
目前先不需要我們安排與總經理說明提案、報價，余副理會先內部與長官溝通，但因近期現場較忙，沒有確定何時會和長官內部溝通，有問預計三月底或四月初，表示不一定，待月底追蹤。",2025-03-19 16:00:36.067,B,A,A → B,1,2,33.0,反向降級,30-90天
0000148994,"Q: 情資,ERP關鍵A: 目的: 打電話say HI
窗口: 陳淑雲    
詢問IFRS 18「財務報表中之表達與揭露」 其中損益表格式有很大的變動，上述準則預計2027年開始適用，但因為財務報表表達都是兩期比較，所以就是明年2026年底就必須採用新格式鼎新目前有什麼因應方式?

=>鼎新回覆：
目前主管機關尚未公告確切實行日期
預計日後規劃如下:
待IFRS18公告實施後,主管機關提供科目及財報格式後 (https://wwwov.tpex.org.tw/web/link/issuer_ifrs.php?l=zh-tw)
ERP這預計會將新增的科目新增至科目主檔,並新增報表格式，實際會再視主管機關公告的內容進行調整
屆時等〈主管機關公告的內容〉後，您們再立案客服，客服會再協助更新相關程式及報表格式哦。",2025-06-16 14:00:27.157,C1,B,B → C1,2,3,88.0,反向降級,30-90天
0000149194,Q: 線下活動出席A: 00955 目前階段為資訊自己先收集資訊，老闆目前尚無指示,2026-01-26 08:19:15.173,E,A,A → E,1,6,144.0,反向降級,90-180天
0000149366,"目的：AIGP換代升級
窗口：喻課長
9/16活動後接著推進安排時間到府說明，在此前先進行版更評估，目前客戶GP4約10/17可連線確認主機環境",2025-09-24 12:23:29.373,C1,B,B → C1,2,3,312.0,反向降級,>180天
0000149366,"目的:ERP智能模組詢問
主要想要解決現有都是用excel人工處理紀錄品質規格等文件，管理部的看到智能這個模組想了解詳細是否滿足他們需求，另外也可以提供其他系統參考，該客戶自己有MES系統非鼎新的。",2026-04-07 15:45:27.463,C1,B,B → C1,2,3,24.0,反向降級,7-30天
0000149616,"「待提供」①②強茂待提供
①API工具目前無法確認(普遍TCPIP、485、CIM…)，請提供有相對接經驗的工具
②API欄位資訊提供給強茂參考資訊內容。(API資訊目前無法定義)
③最大值/最小值:L245~440/W145~360/H87~440(夾具確認範圍)
④客制估算費用(by 人時)
 -->需列出WMS基本功能，以基本功能為架構，未來會比較好確認可能衍生的客製費用

「待解決」
●入庫by lat，出庫by pcs
  對應-->出庫時產生wms介面由人工手key數量調整


 
「出庫情境」
①出庫刷出貨條碼，出貨單備註會有儲位，若有發生儲位與實際儲位不符(會有在其他倉的問題)，
  by pass即可(因有時某料有風險管制問題時，會手動設定該儲位鎖定，若出貨單出貨時發現，即pass)
②同料架上的同料號，若因為出貨派令順序不同，是希望先回庫再出庫還是可直接到下一個派令不用回庫
  (比如a001，出貨單①先下派令，出貨單⑤後下派令，均為A001，希望該AGV直接讓①領完，直接繞到⑤
   不回庫)
③若該儲位紙箱內有20個料，出貨時只取5個，扣帳動作需如何扣帳。(入庫時只入lat出庫時要by pcs)
④Buffer區配置，未來出貨塞車，需預設工作站or輸送帶的buffer區?要

6/6強茂
高度2.8米
紙箱25公斤/2000箱、恆溫箱25公斤/1000箱
生產 150-300箱/天
出貨 150-300箱/天
最大出貨 3000箱全出

樑柱下都有水泥補強區

(1.)  現行最大庫存量，現況約2976箱

(2.)  日周轉率初估值150箱～300箱，平均值約150箱
(3.)  紙箱：黑色恆溫箱，比例約為2：1，箱子尺寸如下：
A紙箱 - 長：455 ± 5 mm、寬：270 ± 5 mm、高：400 ± 5 mm
B紙箱 - 長：375 ± 5 mm、寬：360 ± 5 mm、高：230 ± 5 mm
黑色恆溫箱 - 長：615 mm、寬：430 mm、高：195 mm
可參考附檔[乘載箱]
(4.)  鋼柱水泥底座尺寸：58cm x 58cm
(5.)  CAD圖如附檔，水泥矮牆尺寸如下：
CAD圖上方矮牆：長(上至下)115cm x 寬(左至右)152cm
CAD圖右方矮牆：長(上至下)145cm x 寬(左至右)111cm
(6.)  是否能預先知道隔天出貨批號：可以，但非精準",2024-07-31 22:43:44.317,C1,A,A → C1,1,3,40.0,反向降級,30-90天
0000149616,"Q: 情資,ESG關鍵A: 經聯繫為固定職缺人員異動判斷暫無商機",2025-06-03 21:33:49.657,D,A,A → D,1,5,264.0,反向降級,>180天
0000149687,已協助報名AI agent線下活動(3/18台南場),2026-03-05 15:32:15.830,E,A,A → E,1,6,,反向降級,
0000149718,"發信虹君經理
啟新生物因財務人員將離職，需盡快安排成本顧問到廠協助處理系統成本問題，客戶希望由先前輔導的昱彰顧問協助，採實報實銷方式，待協助安排。
>>已跟tammy電話溝通,會先進行電子發票(大概會約9/15這周),其它再約時間處理",2025-08-27 14:03:08.743,E,B,B → E,2,6,0.0,反向降級,
0000149833,"拜訪吳小姐做AIGP升級論述，以下是會議重點:(1)目前尚在趕出貨中，但吳小姐認爲因爲關稅的關係所以有將後面的單擠到現在出貨，然後因爲新臺幣升值的關係所以都有很大的匯損，但以營收來看還是有成長的；(2)吳小姐認爲AI對他們的公司目前效益不大,所以有與吳小姐討論依照他的心中想法後續會怎麽協助崇新規劃，吳小姐表示因爲董事長很重視機臺稼動，所以很常會到現場看機臺的稼動狀況，如果有發生停機的情況就會罵，所以吳小姐認爲還是想要透過機聯來掌握現場的稼動狀態，所以待此次9月份旺季後會在與林總進行討論，我這邊有反問吳小姐可是之前有林總論述過智慧藍圖，但吳小姐是説因爲林總沒有畫面想象所以一直覺得沒有效益。",2025-10-06 23:02:05.870,C1,B,B → C1,2,3,,反向降級,
0000149968,6/19(四)-WF老客回娘家線下活動《鼎新再聚 數智新生》活動邀約。,2025-06-17 00:39:01.273,E,A,A → E,1,6,479.0,反向降級,>180天
0000150031,"【商機開發】1.客戶既有舊系統主機亮燈異常，希望重新規劃一台主機，原主機為DELL R340，硬碟是480G*4。
2.規劃的新機一樣要做虛擬化且當作ERP主機的備援機，只需要規劃一台主機和底層環境，系統客戶會自行移機。
3.傾向ThinkSystem SR655 V3，硬碟要480G*8，PASS給數科真禎，協助規劃報價。",2025-01-21 10:40:36.670,B,A,A → B,1,2,,反向降級,
0000150226,"22979 拜訪收票，確認顧問出訪日期。
1/14 HR初訪，1/21 EF顧問初訪(與SAP顧問討論整合)
後續確認人數回報給清輝",2026-01-02 09:28:46.403,C1,A,A → C1,1,3,15.0,反向降級,7-30天
0000150336,泰國廠明年九月會蓋好，目前在評估VPN跟ERP要用哪一套。,2024-10-25 15:14:11.843,C1,B,B → C1,2,3,,反向降級,
0000150336,上週五已提供程式清單，需更新報價明細，再約下次拜訪議價時間,2026-01-12 14:40:32.657,B,A,A → B,1,2,150.0,反向降級,90-180天
0000150347,"行業： 泛製造
聯絡人： 洪薇雅 
職能： IT 
職等： 高級專員 
話題： AI
行動 AiGP：D 
經營進度： 覆蓋 
客情內容： 去年雖曾針對 AI 進行價值論述與評比，但客戶現階段明確表達無心力對焦 AI 應用。
目前重心應放在觀察其內部專案結束後的系統缺口。洪小姐目前正忙於三月底前的專案衝刺，雙方約定四月底再聯繫。 
待辦： 四月底再致電訪問",2026-03-10 23:39:42.483,D,C1,C1 → D,3,5,,反向降級,
0000150382,6/26老客回娘家台南場邀約，要在看時程表安排才能能否出席。本周的波爾澌線下活動有些趕，這次無法參與，之後有同性質活動可邀約。,2025-06-12 09:31:45.207,E,B,B → E,2,6,98.0,反向降級,90-180天
0000150407,9/5聯繫已送呈報副總，但因近日有子公司須併入國統需求(預計有人數增購需求，探詢中)，重心放在此，與客戶約9/10內部穩定些再PUSH此專案,2025-09-10 11:46:24.633,C1,B,B → C1,2,3,,反向降級,
0000150859,"行業：泛製造
聯絡人：吳經理
職能：採購
職等：經理
話題： AI
行動 AiGP：C2
經營進度：起案
客戶於 AI 研討會提前離席，未接收到完整應用場景，目前專注於 WMS 系統上線，對 AI 升級專案持保留態度。
已明確佈達現有 GP4 系統未來將停止維護（停更客製與法規版本）之訊息。
客戶表示需等待內部建立共識後再行接洽，短期內將以參與實體體驗活動為主要交流方式。
待辦：
寄發次月「眼見為憑」活動邀請函，並同步發送給副總與家惟。
定期追蹤 WMS 專案進度，待其系統跑順後，重新切入 ERP 升級議題。",2026-04-17 15:43:34.530,D,C2,C2 → D,4,5,,反向降級,
0000150859,Q: 線下活動出席A: 結案報告時候一起去跟副總談,2026-04-27 10:19:35.817,E,D,D → E,5,6,9.0,反向降級,7-30天
0000151290,"預測透鏡問題
1.	若是產品週期較短,此預測是否會沒用,可能預測個兩年就要重新導入資料,此工具是只能by料號計算嗎?還是可以有其他方式
2.	客戶類別產品分類很粗,建議可以半成品直接抓出來做分類,丟系統中,半成品到成品大約花3天到一周,可以劃分群組EX:分成品及半成品,再半成品中,再分成LT較長及較短的,抓出個別群組
3.	也可以拿工單領料作訓練,但要確保領完都有賣出,否則會有風險(擔心領完都屯在倉庫)
4.	要先在預測BOM建立關係,分類才有用處",2024-11-03 00:56:21.150,C2,A,A → C2,1,4,,反向降級,
0000151987,"1.排除越南方案疑慮
2.數據提案安排6/4下午3點，出席人員客戶稍晚回覆。",2024-05-22 17:16:38.617,B,A,A → B,1,2,,反向降級,
0000152337,12484 聯繫阿德做例行性聯繫，他表示目前都正常沒有問題，感謝我的關心。剛好我有來電，跟我先提一下，他們公司近期有在討論，要換ERP的問題，要我先提供ERP簡介給他。我簡單說明價值交付評估程序讓他了解。必先提供公司官網相關頁面給他參考。他說這是內部不算正式的討論，目前還沒明確要評估。等公司有明確指示要開始時，再找我方更深入了解與討論。這邊再紀錄要時刻追蹤此客戶。,2026-01-21 15:15:25.107,C1,B,B → C1,2,3,,反向降級,
0000152357,"目的：4月份活動邀約、拜訪收票。
介紹AI活動、輝庭參訪，李課長有興趣，且已報名。另外有提到，公司有請東海姜自強老師擔任資訊顧問，有提出需要數據健診的需求，近期可以和李課長報價〔單次數據健診報價〕，主要希望知道ERP使用狀況，有沒有可以調整的方向。",2025-03-27 09:45:25.267,B,A,A → B,1,2,,反向降級,
0000152453,磅秤整合第三次線上討論會議，此次確認線架扣重問題，加入此流程，將影響前面評估的操作順序及原訂自動入庫流程，請顧問在與ＳＦＴ單位確認任並與廠商討論好最自動化可行作法，及較省費用及容錯的半自動做法，下週再與副廠、特助、董事長一起成報，確認做法,2024-06-16 22:24:00.433,C1,B,B → C1,2,3,,反向降級,
0000152858,Q: MA即將到期A: 已提供一年期報價，客戶內部確認中。,2025-08-06 16:38:50.763,B,A,A → B,1,2,,反向降級,
0000152879,Q: 線下活動出席A: 客戶是來聽AI發展，未來公司有打算轉型。目前有報價erp升版費用申請補助案，但還是要看補助案是否有通過為主,2026-01-22 09:48:42.317,B,A,A → B,1,2,399.0,反向降級,>180天
0000152879,Q: MA即將到期A: 無需求,2026-04-24 18:05:59.380,C1,B,B → C1,2,3,92.0,反向降級,90-180天
0000152997,"1. 7/17 資安核心系統升級活動後追蹤：瘦身包客戶傾向自行客製
2. 7/5談被母公司要求OS/DB升級，核心系統升級的部分，後續客戶內部討論先以其外圍ERP中台化為主，現階段無立即更新的需求。",2024-07-23 22:41:49.103,C1,B,B → C1,2,3,,反向降級,
0000152997,"1. TT MA 訂購單提供
2. 客戶詢問去IE方案，因其目前是用強制開啟瀏覽器相容性的方式使用TIPTOP與CR報表，未來若微軟刪除IE，因其特殊INFORMIX架構目前鼎新無對應方案能提供。",2024-08-06 23:34:47.583,C2,B,B → C2,2,4,6.0,反向降級,<7天
0000153219,"Q: 線下活動出席A: 今年營業額下降,生意依然沒有起色,不太會花其他費用再升級上",2025-10-15 20:40:26.267,E,C1,C1 → E,3,6,,反向降級,
0000153219,"Susan 對AI要升級很多系統所需要的系統升級或是數據更新等顧慮比較重，
我說明這就是這次辦活動的目的讓中小企業主更知道這不是遙不可及的事情，

他說先收信 因為那一周他星期一已經外出 星期三不一定能夠外出
他說如果有回信就代表會參加沒有回信就表示這次無法，不用另外確認",2026-05-04 17:29:13.467,C1,B,B → C1,2,3,200.0,反向降級,>180天
0000153369,Q: 符合標準PASS單A: 00955 預計約下週一拜訪,2025-10-07 17:32:06.440,C1,A,A → C1,1,3,,反向降級,
0000153682,"Q: 情資,資安關鍵A: 關心為何要找MES工程師，IT回覆是測試工程部門單位在找的人",2025-08-06 15:49:51.187,B,A,A → B,1,2,2.0,反向降級,<7天
0000153682,AiGP升級專案規劃 威廉正在寫呈報的報告中，微軟授權可於9月進行。【活動邀約】9/16(二)台中、9/19(五)台北、9/23(二)高雄 WF老客回娘家線下活動《鼎新再聚 數智新生》,2025-08-29 21:01:39.253,E,B,B → E,2,6,23.0,反向降級,7-30天
0000154014,關心鐘小姐，ESG活動，鍾小姐表示還沒看信件，順便邀約9/24 數智特助活動，鍾小姐說再考慮,2024-09-18 16:51:02.717,C2,C1,C1 → C2,3,4,29.0,反向降級,7-30天
0000154014,"目的: 收取支票+拜訪+AIGP論述
窗口: 鍾小姐(二代老婆)、陳小姐
親收支票，也與鍾小姐碰面打招呼，口頭邀請6/19老客回娘家的盛大活動，並聊聊AI對於公司應用的使用狀況，目前行政人員會有CHATGPT解決報表簡單行政事務，或者做簡報。",2025-05-21 09:45:16.253,C1,A,A → C1,1,3,62.0,反向降級,30-90天
0000154296,"26/02/26
錦棍說近期有一些泰國移工進廠工作，因此客戶內部有在討論是否要導入WF泰文語言包讓移工朋友們使用，希望我們可以提供相關的報價",2026-03-05 10:52:45.997,B,A,A → B,1,2,,反向降級,
0000154494,15365-姵錡告知周四參與人數一樣是林經理跟財務同仁，時間提早到9:30進行，晚一點他們有會議,2024-02-19 13:58:12.423,C1,B,B → C1,2,3,,反向降級,
0000154494,15365-與姵錡了解白總這邊追溯想要做到的目的，她舉例說例如11/10出給客戶的貨是什麼時候生產及用的是哪一批的原材料、跟哪個廠商進貨等，以利追溯源頭；與碧芳經理討論後，這一段應比較算是生產追溯，需把SFT一起納入規劃，更新報價總表給姵錡，並說明可以再內部盤點一下ERP的使用U數是否第一階段就要採購到20U，SFT的使用人數也請她同步確認，有問題可再一起交流,2025-11-12 00:10:01.300,B,A,A → B,1,2,0.0,反向降級,
0000154502,"認識總經理
AI方案推廣",2025-10-21 01:01:18.497,E,D,D → E,5,6,,反向降級,
0000155167,"1.BPM介紹
2.現有請採購、費用申請在會通ArgoERP做，資料最後會回到TT(只有財會在使用)。整合部分需要評估規劃。客戶不清楚早期為何分兩套ERP又匯集資料
3.公司做網路服務，受要求供應商不能為中資。鼎新需要補充說明
4.本次總經理提議電簽，評估方向(1)鼎新BPM(2)電子簽章(3)會通BPM
5.TT 作業系統討論",2024-06-05 00:43:20.050,C1,B,B → C1,2,3,,反向降級,
0000155465,"目的:WF版更商機探詢。
窗口:陳盈
說明資安windows的安全性，目前有遇到舊機win7換新機win11，但ERP可以正常使用，因此沒有覺得現在一定要做版更的理由。公司沒有IT，硬體部分委外廠商配合，資安部分他會再與廠商確認防火牆+備份的狀態。",2025-02-18 11:39:29.353,C1,A,A → C1,1,3,85.0,反向降級,30-90天
0000156190,"Q: 線下活動出席A: 想了解鼎新AI可以帶給公司那些效益,目前有跟台科大合作專案,請我先報AI Agent方案評估",2026-04-24 23:06:10.037,C1,B,B → C1,2,3,,反向降級,
0000156422,"開設子公司 營造業
有找了一個新的IT人員 FOR ERP用
此履歷應徵的人原也主要是為了ERP的導入人員
非MIS需求 ",2024-11-08 17:01:27.867,C1,B,B → C1,2,3,,反向降級,
0000156712,機櫃交期追蹤。尚待副總裁示，待追蹤。,2024-05-31 02:58:13.557,D,A,A → D,1,5,,反向降級,
0000156712,聯繫提醒未提供CHECK LIST可能會影響到討論前的準備工作。副理表示不知道要提供甚麼，這邊表示已MAIL通知，且副總也在會議中提過，副理表示反正我方能回應USER單位需求即可。,2024-07-31 23:13:36.007,C1,B,B → C1,2,3,40.0,反向降級,30-90天
0000156801,"確認約本週四上午10點。
目前製造現場在安排機台派工運作都是人工與紙本作業，光統整資料就很耗時費工也不即時?（了解當前派工流程是否過於複雜，有無不必要的手動步驟，為流程優化提供方向。）",2025-07-01 00:25:49.587,C1,A,A → C1,1,3,73.0,反向降級,30-90天
0000156839,和美蓮姐聯繫議價內容，提到學姊將他們交接給我時，有特別交代不要漲他們價，因為今年度公司MA都有漲價(人事成本、客服、研發等等)，這邊有特別為他們爭取提供長年期方案：1.兩年約220000，含數智特助基礎1年，本月開票。2.兩年約200000，本月開票。論述方案1時，美蓮姐回應，簽兩年約但只有給他一年數智特助使用，我這邊說明，如果老闆覺得好用，我們第二年可以另外再訂閱，他這邊會與老闆討論看看，晚點給我回復,2024-10-11 09:48:03.500,B,A,A → B,1,2,,反向降級,
0000156839,目的: 智物流+AI商機探詢，老闆對於AI相當有興趣，11月份在做公司認證，因此邀約AI活動都未參加，過去對鼎新印象不好(硬體業務、工程)，有說明未來想朝高端材料，供應半導體方向前進，對於AI建制 可先從雲端開始部屬，未來慢慢有資料庫，可考慮地端部屬AI，目前有需求:1.遇問題、客訴時，曾經處理過的解決方式(專業性問題)，可以留存讓其他人查詢 2.可提供員工教育訓練、知識的環境 3.網頁AI小助手，可以回答瀏覽網頁的客戶問題。目前有使用叡揚資訊的KM，問題點是放在雲端，有資料庫容量限制，也害怕未來這些知識外流。另外也有提到iGP版更後有哪些顯著差異，先提供iGP的簡報給客戶，另外需與經理確認EF iso文管+AI 是不是能滿足客戶提到的需求。商機：GP4版更至iGP、EF iso文管+AI or 知識助理、客服助理。,2024-12-12 17:28:41.190,C1,A,A → C1,1,3,51.0,反向降級,30-90天
0000156939,QMS簡報: 1.大陸已做機聯 2.MES可以一起評估 3.QMS需求希望做到外包段的控管 4.有文件保密(配方)需求 5.工廠移動裝置是華為的鴻蒙(NEXT版本),2025-07-02 14:53:41.797,C1,A,A → C1,1,3,78.0,反向降級,30-90天
0000157636,邀約6/17老客回娘家活動，沈大哥需先請示老闆是否能參與，已mail相關資訊,2025-06-03 15:21:56.293,E,C1,C1 → E,3,6,,反向降級,
0000158325,對主要資訊負責人說明升級並且邀約活動，已報名6/17老客回娘家,2025-06-07 20:41:09.790,E,A,A → E,1,6,,反向降級,
0000158446,"Q: 問卷舉手推薦A: Smart表示YC希望AI要有開發業績""的方案，與Smart表示鼎新的方案與YC的預期有落差,未來會再收集，有適合的再來交流。",2025-09-24 09:44:49.250,E,B,B → E,2,6,,反向降級,
0000158526,"與瑀喬顧問到金元福與副廠長、財務及資訊單位有關次料成本結算問題，以下是會議重點:(1)因客戶表示目前因爲之前規劃的次料收集成本較高導致覺得報價沒有競爭力;,所以廠長有提出想法是説在成本結算後會扣除一個副廠長提供的一個次料成本比例，讓成本比較合理，但具體如何執行需要顧問再思考；(2)且目前因有現場缺料的關係使用替代料導致BOM表的領用料及實際投入用料有差異，所以會出現扣A料用B料的問題，所以每月月底都需要盤盈虧來縮小差距，但會造成只能以製費的方式去分攤，所以後續有用次料包，但副廠長覺得使用次料包分攤無法驗證分攤的數字是否正確，因此廠長有提出如果不使用次料包的另外一種方式是金元福要自行建立用料的替代關係，然後透過外挂程式回歸的實際用料比對替代關係再透過OAP回寫到領料單；(3)有提供邀約函給beny經理邀請出席，beny經理有其他會議需要喬行程才能答復",2025-10-03 22:35:46.370,B,A,A → B,1,2,22.0,反向降級,7-30天
0000158729,"10/21-3【前情】偕同顧問/主管前往高階對焦(副總)-智物流【人員資訊】副總、葉先生(IT)、蔡小姐(現場KEY單人員)【訪談要點】
[與副總總結對焦、副總/資訊訪談] 
1.目前有兩個議題，物流刷條碼與批號的管理。
BOM與工單都沒有在系統，目前廠內做追溯是人工、EXCEL。如何把這一段導回系統也是優先控管的部分。版更功能優化之外可以配合流程的調整。(客戶沒有買BOM，增購即可)

2.副總提備品倉有入庫(但是沒有帳)，都是人工比較累、還有精準度的問題。領料很頻繁，原意希望先從備品倉開始標籤條碼智物流，擔心一下子建太多她們可能會錯亂。(回應說只做備品倉與全部做起來的價金差不多，不如一起做起來)，副總想改的目的是提升效率減少人力。提到現場維修人員不會願意用電腦，平板討論很多次，但是真的不適合，頂多刷條碼。
。因為現場環境不好，在裡面填單並不實際。希望做到先進先出。目前新人交接要一兩個月。EXCEL出問題無從去找。
3.備品部分大小零件上萬。希望維修人員就專注維修，不要為了找零件與核對花上太多時間。(目前流程：工務先手開工修三聯單才去看有無零件，舊的零件和新的零件還要現場比對，若是錯誤，也不會再跑出來改零件，就會拖到隔天再修)


4.副總最終的希望是現場生產與實際帳一致，最後用磅秤下去直接連回系統。
副總不信任微軟，覺得容易出問題。(用APPLE)

5.資訊表示固定資產模組最早與成本一起買，但是後來都退掉，覺得不適用。(2006年，財務面的不適用)

6.批號管理為了做新進先出(批號)、還有追蹤的作用。一般管理是高單價的物品或是關鍵零件，副總：高單價就是重要設備。(這部分若有做之後需要客戶去盤)

7.維修單現場人員需要填，董事長對現場設備很要求，會在上面給一些建議，所以紙本很必要。除非內部不能做，否則就是委外，其實大部分要拆出去修，就要委外。
冰水機就十台了，大大小小的機器太多了。工務要做的很多。
【後續】約時間訪廠調研。(智物流、批號管理)",2024-10-23 09:45:54.303,C1,A,A → C1,1,3,0.0,反向降級,
0000158729,1.今授權WF的10U增購後，客戶ERP無法使用。聯繫安裝的同仁張育華小姐協助客戶排除問題。2.內部信件通知：外軟客戶資料表不詳細。將userform轉寄葉先生填寫(之前有進ˋ行過微軟網域關聯),2025-03-22 17:52:05.153,C2,B,B → C2,2,4,42.0,反向降級,30-90天
0000158729,"中秋贈禮客情拜訪，副總國外出差，請家銘約總經理。總經理去開會了沒有見到，家銘說他們家九月進了點檢系統，採購自己找的廠商，用pda紀錄再回去登錄，目前還想要結合一些ISO的表單資料，整合這一段總經理不想花錢說要資訊單位處理。
目前有配合寫手要寫製造業的補助案（400萬）/再高一階可以到800萬，要管理貨櫃紀錄車牌縮時攝影等，找了兩三間廠商，有台塑。
副總常出國，行程可以問#236陳小姐是副總助理。建議我們智物流案子跟副總再談一談。",2025-10-05 01:52:46.513,C1,A,A → C1,1,3,153.0,反向降級,90-180天
0000158729,1.陳小姐(melodychen@ylresin.com)表示副總目前有在國內，他沒有協助過副總報名活動，資訊收到後會再問一問。2.ERP升級的尾款發票直接MAIL提供採購黃先生。,2025-10-09 16:08:59.950,E,C1,C1 → E,3,6,4.0,反向降級,<7天
0000158729,聯繫上了副總的助理陳小姐(melodychen@ylresin.com)，提供4月中的年會資訊與4/23AI AGENT眼見為憑實踐交流會活動資訊，會再詢問副總。  (4/2也有EMAIL年會活動給副總),2026-04-07 17:57:32.237,C2,C1,C1 → C2,3,4,88.0,反向降級,30-90天
0000158746,電話say hi，mail 聯絡資訊，趙先生有問起怡君，回覆我剛加入團隊 同事將一些客戶交由我來經營維護,2024-10-25 11:15:19.287,D,C1,C1 → D,3,5,,反向降級,
0000158746,"目的: 業務窗口轉移介紹
窗口: 趙經理josh@yutien.com
內容: 業務窗口轉移與介紹並推薦就享知知識平台分享",2025-04-09 11:13:50.757,E,D,D → E,5,6,165.0,反向降級,90-180天
0000158780,(紀錄)副總報名參加老客回娘家台南場活動(1位),2025-06-13 09:52:36.423,E,C1,C1 → E,3,6,,反向降級,
